customer_id,full_name,email,city,state,country,postal_code,acquisition_channel,is_active,created_at,updated_at,_loaded_at
CUST-00014,Richard Aguirre,jenniferkhan@example.net,North Collin,NE,US,46939,organic,True,2024-08-01T05:04:18.930932,2026-04-24T19:23:04.021480,2026-04-24T19:23:36.113163
CUST-00015,Nicholas Mcbride,NUNEZTRACEY@EXAMPLE.ORG,East Jamesside,NV,US,18874,PAID_SEARCH,True,2024-07-30T08:26:45.281606,2026-04-24T19:22:52.712709,2026-04-24T19:23:36.113923
CUST-00016,Matthew Fernandez,nancyjones@example.net,North Sarabury,GA,US,53770,organic,True,2024-10-08T05:08:45.221306,2026-04-24T19:22:48.824838,2026-04-24T19:23:36.114509
CUST-00017,James House,kbarrera@example.com,Mitchellside,TN,US,94664,ORGANIC SEARCH,True,2024-10-09T08:14:22.568684,2026-04-24T19:22:47.393872,2026-04-24T19:23:36.115192
CUST-00018,Erik Williams,TANYARILEY@EXAMPLE.NET,Shawhaven,GA,US,07956,Paid Search,True,2026-03-12T19:58:08.968270,2026-04-24T19:22:40.806688,2026-04-24T19:23:36.115742
CUST-00019,Todd Hudson,caseyjones@example.org,New Christophershire,OK,US,69023,PAID_SEARCH,True,2024-04-05T17:46:28.141354,2026-04-24T19:22:51.645942,2026-04-24T19:23:36.116393
CUST-00020,Joyce Hickman,john62@example.net,North Stephenshire,CT,US,10103,Referral,True,2024-12-04T04:25:36.606193,2026-04-24T19:23:06.353082,2026-04-24T19:23:36.117098
CUST-00021,Christopher Bass,SARAHIBARRA@EXAMPLE.ORG,Cherylhaven,AL,US,88039,organic,True,2025-10-06T09:42:57.402793,2026-04-24T19:22:53.962725,2026-04-24T19:23:36.117840
CUST-00022,Natalie Moore,mcmillandennis@example.org,Cassandramouth,IL,US,90612,Paid Search,False,2025-03-20T00:50:09.434868,2026-04-24T19:22:51.839034,2026-04-24T19:23:36.118406
CUST-00023,Sandra Williams,dking@example.org,Kellieview,GA,US,97655,EMAIL,True,2024-08-21T05:10:41.299522,2026-04-24T19:23:18.340047,2026-04-24T19:23:36.118802
CUST-00024,Kimberly Davenport,RODRIGUEZSIERRA@EXAMPLE.NET,South David,ME,US,48296,Paid Search,True,2026-01-04T02:51:58.588521,2026-04-24T19:23:23.767338,2026-04-24T19:23:36.119268
CUST-00025,Heather Castro,nolanjason@example.org,Dicksonberg,IA,US,21800,Paid Search,True,2026-03-29T17:39:37.616067,2026-04-24T19:23:24.646303,2026-04-24T19:23:36.119731
CUST-00026,Jennifer Santiago,vjohnson@example.com,West Erik,UT,US,14669,Social Media,True,2024-06-17T05:54:49.494427,2026-04-24T19:22:38.323477,2026-04-24T19:23:36.120192
CUST-00027,Robert Perez,DWALKER@EXAMPLE.COM,Lake Jamesmouth,KY,US,09600,organic,True,2026-03-19T12:39:02.579846,2026-04-24T19:22:52.747499,2026-04-24T19:23:36.120727
CUST-00028,Ashley Waller,ifrazier@example.com,New Sydney,KS,US,05515,organic,True,2023-08-21T20:48:13.188394,2026-04-24T19:23:02.073826,2026-04-24T19:23:36.121106
CUST-00029,Cheryl Williams,samuel81@example.com,Smithside,TX,US,94798,Referral,True,2026-02-18T08:27:36.766978,2026-04-24T19:23:20.222262,2026-04-24T19:23:36.121483
CUST-00030,Lisa Alvarado,MICHAELJONES@EXAMPLE.NET,Lake Rachelhaven,ME,US,87911,Paid Search,True,2024-07-15T13:43:45.101132,2026-04-24T19:23:00.144023,2026-04-24T19:23:36.121915
CUST-00031,Megan Orr,angela36@example.net,Richardtown,ME,US,38107,social media,True,2023-12-11T09:20:33.884877,2026-04-24T19:23:23.145530,2026-04-24T19:23:36.122255
CUST-00032,Steven Flynn,steven73@example.net,Lake Christopher,NY,US,87513,EMAIL,True,2025-03-18T14:43:32.490595,2026-04-24T19:22:56.111295,2026-04-24T19:23:36.122592
CUST-00033,Angel Riggs,EMILYWALKER@EXAMPLE.ORG,South Robertshire,ID,US,94656,PAID_SEARCH,True,2025-05-27T02:19:27.954365,2026-04-24T19:23:05.662630,2026-04-24T19:23:36.123129
CUST-00034,Colleen Brock,dylanwatts@example.org,Williamsbury,PW,US,16407,EMAIL,True,2024-09-06T05:48:36.573611,2026-04-24T19:23:24.084996,2026-04-24T19:23:36.123610
CUST-00035,Jessica Meadows,stephanie79@example.net,Merrittfort,NV,US,34473,ORGANIC SEARCH,True,2025-07-26T19:47:07.640968,2026-04-24T19:23:26.391773,2026-04-24T19:23:36.124108
CUST-00036,Jeremiah Reeves,KATIE87@EXAMPLE.NET,West Matthew,MH,US,71299,ORGANIC SEARCH,True,2023-07-22T09:05:06.775945,2026-04-24T19:22:45.049839,2026-04-24T19:23:36.124588
CUST-00037,Jason Daniels,tbenson@example.org,Brownchester,MS,US,77057,PAID_SEARCH,True,2026-02-24T16:57:20.737156,2026-04-24T19:22:37.171917,2026-04-24T19:23:36.125130
CUST-00038,Sarah Ashley,wwoods@example.com,Medinaside,AS,US,79570,EMAIL,True,2026-01-02T20:05:41.134361,2026-04-24T19:23:05.293769,2026-04-24T19:23:36.125574
CUST-00039,Rebecca Ramsey,RYAN06@EXAMPLE.COM,Calhounside,AK,US,52146,organic,True,2025-02-01T15:16:24.668825,2026-04-24T19:23:15.779985,2026-04-24T19:23:36.125964
CUST-00040,David Murphy,dayderek@example.com,Murphyfurt,KY,US,99068,Social Media,True,2026-03-02T08:10:42.805409,2026-04-24T19:23:01.293890,2026-04-24T19:23:36.126417
CUST-00041,Mrs. Marie Harrington DDS,ruizkaitlyn@example.org,East Jamestown,RI,US,20474,Social Media,True,2024-01-11T11:11:32.953274,2026-04-24T19:23:04.413664,2026-04-24T19:23:36.126855
CUST-00042,Jacob Obrien,ELLIOTTJEFFERY@EXAMPLE.NET,Port Loriport,CT,US,76350,social media,True,2023-05-23T05:23:08.342252,2026-04-24T19:22:54.717435,2026-04-24T19:23:36.127355
CUST-00043,Michael Burton,tsanders@example.org,Lake Kendraville,WY,US,74678,Referral,True,2025-08-29T15:16:52.070029,2026-04-24T19:22:56.832226,2026-04-24T19:23:36.127970
CUST-00044,Alexandria Fisher,estanley@example.net,Garciastad,SC,US,60759,PAID_SEARCH,True,2025-06-08T02:23:41.981333,2026-04-24T19:23:02.129229,2026-04-24T19:23:36.128490
CUST-00045,Nicholas Adams,CHRISTINA87@EXAMPLE.COM,Port Sarah,KY,US,59588,PAID_SEARCH,True,2024-01-17T07:03:15.879997,2026-04-24T19:23:03.882508,2026-04-24T19:23:36.128886
CUST-00046,Daniel Salinas,frogers@example.com,Joshuaview,OH,US,01831,social media,True,2024-11-11T03:59:46.380686,2026-04-24T19:22:47.463385,2026-04-24T19:23:36.129333
CUST-00047,Maria Henry,jenniferfreeman@example.org,North Kellyfurt,UT,US,32391,Paid Search,True,2024-03-25T14:29:38.190908,2026-04-24T19:23:10.893335,2026-04-24T19:23:36.129872
CUST-00048,Krista Bell MD,WTRAN@EXAMPLE.COM,Johnville,VA,US,25743,Paid Search,True,2024-04-04T20:09:38.560143,2026-04-24T19:23:20.572864,2026-04-24T19:23:36.130330
CUST-00049,Vanessa Warren,jamesrodgers@example.com,Tinaborough,LA,US,30317,social media,True,2024-05-24T12:17:52.226771,2026-04-24T19:22:54.136055,2026-04-24T19:23:36.130762
CUST-00050,Tony Little,joshuamccann@example.net,Garciatown,OK,US,37769,PAID_SEARCH,True,2024-09-20T09:58:06.247319,2026-04-24T19:23:02.428128,2026-04-24T19:23:36.131206
CUST-00051,Austin Vasquez,TAMMYKING@EXAMPLE.COM,East Edwardshire,ME,US,11665,PAID_SEARCH,True,2026-04-18T03:26:23.776859,2026-04-24T19:22:43.107094,2026-04-24T19:23:36.131619
CUST-00052,Joseph Hayes,yobrien@example.net,Evansshire,NE,US,40527,Social Media,True,2025-01-07T03:30:44.141158,2026-04-24T19:22:39.613818,2026-04-24T19:23:36.131995
CUST-00053,Brad Allen,mezajared@example.org,East Aaronmouth,UT,US,78333,ORGANIC SEARCH,True,2024-09-20T23:31:31.934705,2026-04-24T19:22:37.958391,2026-04-24T19:23:36.132409
CUST-00054,Dennis Moody,JASMINE71@EXAMPLE.NET,South Danny,IN,US,85387,Paid Search,True,2023-10-05T08:07:36.650233,2026-04-24T19:22:51.937948,2026-04-24T19:23:36.132854
CUST-00055,Samantha Morse,charlesmartin@example.com,Martinezport,UT,US,53258,Referral,True,2026-02-20T23:55:07.227322,2026-04-24T19:23:06.028331,2026-04-24T19:23:36.133346
CUST-00056,Morgan Munoz,mkim@example.org,North Jeremyshire,OR,US,03220,organic,True,2026-04-24T08:07:56.642506,2026-04-24T19:23:16.336895,2026-04-24T19:23:36.133731
CUST-00057,Sydney White,BARBARA27@EXAMPLE.NET,Waltersfort,CO,US,62106,PAID_SEARCH,True,2024-05-10T08:32:12.697651,2026-04-24T19:22:55.998504,2026-04-24T19:23:36.134248
CUST-00058,Matthew Morales DDS,hodgemark@example.net,South Christopherview,MD,US,15695,ORGANIC SEARCH,True,2026-03-23T03:18:59.674308,2026-04-24T19:23:00.250503,2026-04-24T19:23:36.134720
CUST-00059,Joseph Dean,sandovalamy@example.com,Garrettton,IL,US,35504,Referral,True,2024-12-16T21:05:12.516715,2026-04-24T19:23:31.660366,2026-04-24T19:23:36.135166
CUST-00060,Mark Lloyd,FGILMORE@EXAMPLE.ORG,West Andrea,OH,US,53977,social media,True,2023-08-05T05:15:36.880284,2026-04-24T19:23:35.535428,2026-04-24T19:23:36.135523
CUST-00061,Dr. Jordan Hill PhD,murraydavid@example.org,Sanchezside,FL,US,50778,Paid Search,True,2023-11-19T22:38:40.027975,2026-04-24T19:23:11.962656,2026-04-24T19:23:36.135966
CUST-00062,Richard Adams,michellehill@example.com,West Jessicashire,OR,US,87000,Referral,True,2024-10-12T14:18:52.084666,2026-04-24T19:22:44.915725,2026-04-24T19:23:36.136491
CUST-00063,Timothy Kane,JREED@EXAMPLE.NET,New Patrick,PR,US,54342,EMAIL,True,2023-06-11T21:55:04.265342,2026-04-24T19:23:20.682309,2026-04-24T19:23:36.136925
CUST-00064,Mrs. Amanda Shaw,qhughes@example.net,Mollymouth,CT,US,69438,social media,True,2026-01-16T16:14:16.372893,2026-04-24T19:22:36.920856,2026-04-24T19:23:36.137303
CUST-00065,Richard Baker,robertpena@example.org,Santosmouth,PR,US,88890,ORGANIC SEARCH,True,2025-11-21T16:27:39.757853,2026-04-24T19:22:58.800564,2026-04-24T19:23:36.137735
CUST-00066,Cynthia Cohen,COURTNEY78@EXAMPLE.ORG,Wendyland,NE,US,13404,Social Media,False,2025-08-05T05:45:19.370482,2026-04-24T19:23:18.233450,2026-04-24T19:23:36.138099
CUST-00067,Robert Carter,wallaceheather@example.org,Ryanbury,NC,US,54509,organic,True,2025-01-04T04:28:21.378935,2026-04-24T19:23:23.551168,2026-04-24T19:23:36.138512
CUST-00068,Cynthia Durham,gregorylynch@example.com,East Steven,KS,US,60737,Referral,True,2024-01-29T20:30:25.249780,2026-04-24T19:22:36.563846,2026-04-24T19:23:36.138921
CUST-00069,Jeremy Reed,RSANTANA@EXAMPLE.NET,Daniellechester,UT,US,33281,EMAIL,True,2024-09-06T15:38:41.996960,2026-04-24T19:22:54.127300,2026-04-24T19:23:36.139288
CUST-00070,Ian Phillips,gcastaneda@example.org,Andrewfurt,KY,US,01562,Paid Search,True,2025-01-04T04:29:51.792691,2026-04-24T19:23:17.147969,2026-04-24T19:23:36.139648
CUST-00071,Crystal Pham,lozanojulie@example.com,Lake James,KS,US,89336,Social Media,True,2025-07-30T23:43:45.064069,2026-04-24T19:23:22.048246,2026-04-24T19:23:36.140075
CUST-00072,Richard Johnson,COURTNEYBERGER@EXAMPLE.NET,Jessicaland,PW,US,39181,social media,True,2024-04-17T01:55:55.985776,2026-04-24T19:23:00.930186,2026-04-24T19:23:36.140485
CUST-00073,Susan Rivas,davidryan@example.com,Robinfort,AS,US,39185,Social Media,True,2025-07-21T02:34:52.223166,2026-04-24T19:22:56.322915,2026-04-24T19:23:36.140993
CUST-00074,Misty Whitney,mcdonaldcharles@example.org,Christopherfurt,AL,US,35164,social media,True,2024-12-03T00:29:47.836534,2026-04-24T19:23:03.287162,2026-04-24T19:23:36.141411
CUST-00075,Alexander Henson,BRENDA51@EXAMPLE.NET,Rosebury,SD,US,08786,PAID_SEARCH,True,2025-03-21T07:29:51.371300,2026-04-24T19:23:03.856052,2026-04-24T19:23:36.141773
CUST-00076,Elizabeth Vasquez,debra12@example.org,East Paigeberg,MS,US,59960,EMAIL,True,2024-06-04T14:42:03.080848,2026-04-24T19:23:32.962846,2026-04-24T19:23:36.142120
CUST-00077,Mary Bass,umatthews@example.org,Crosbyview,AZ,US,90977,PAID_SEARCH,True,2024-06-04T02:02:14.031823,2026-04-24T19:23:02.602985,2026-04-24T19:23:36.142496
CUST-00078,Steven Newman,MELISSAGARCIA@EXAMPLE.NET,South Joshuaville,PR,US,60101,organic,True,2023-08-03T12:52:24.600471,2026-04-24T19:22:48.726349,2026-04-24T19:23:36.142939
CUST-00079,Christine Gallegos,williamsmatthew@example.org,New Jason,VI,US,31040,Social Media,True,2024-04-19T02:19:49.550243,2026-04-24T19:22:44.853251,2026-04-24T19:23:36.143366
CUST-00080,Rebecca Rodriguez,ramireztracey@example.org,East Alexisbury,OR,US,42938,EMAIL,True,2023-05-12T09:06:45.511602,2026-04-24T19:22:51.922050,2026-04-24T19:23:36.143857
CUST-00081,Jerome Cox,JUDYFOX@EXAMPLE.NET,South Williamton,VA,US,86864,ORGANIC SEARCH,True,2024-11-16T10:51:11.671667,2026-04-24T19:23:03.482551,2026-04-24T19:23:36.144316
CUST-00082,Brian Joseph,browntimothy@example.com,Jonesland,MD,US,80231,EMAIL,True,2023-10-04T14:53:13.228673,2026-04-24T19:22:43.571495,2026-04-24T19:23:36.144758
CUST-00083,Larry Garcia,oscar98@example.com,Port Dianaside,VA,US,28684,ORGANIC SEARCH,True,2024-08-08T07:46:33.027908,2026-04-24T19:23:29.285461,2026-04-24T19:23:36.145113
CUST-00084,Brandon Simmons,DMORGAN@EXAMPLE.COM,Nicholasberg,TX,US,62664,ORGANIC SEARCH,True,2023-07-07T15:32:08.217026,2026-04-24T19:23:25.906313,2026-04-24T19:23:36.145651
CUST-00085,Kristie Willis,reynoldsjulie@example.com,Elizabethchester,MI,US,87708,ORGANIC SEARCH,True,2026-02-19T07:15:11.971461,2026-04-24T19:23:01.376211,2026-04-24T19:23:36.146122
CUST-00086,Jordan Moore,schmittcaroline@example.com,Walkerville,MI,US,73411,Paid Search,True,2024-05-31T19:57:47.060791,2026-04-24T19:23:21.756338,2026-04-24T19:23:36.146605
CUST-00087,Maria Johnson,LINDSAYBRUCE@EXAMPLE.NET,Anthonyview,UT,US,41000,Referral,True,2026-01-28T20:01:41.503764,2026-04-24T19:22:57.061405,2026-04-24T19:23:36.147171
CUST-00088,Patrick Bonilla,mollyknight@example.com,Lake Alyssafurt,MT,US,59961,EMAIL,True,2024-05-02T14:44:41.046708,2026-04-24T19:22:58.203186,2026-04-24T19:23:36.147664
CUST-00089,Brittney Webster,kimberly99@example.org,Lake Christophermouth,TN,US,56077,Social Media,True,2024-10-08T05:41:13.479963,2026-04-24T19:23:02.522651,2026-04-24T19:23:36.148025
CUST-00090,Douglas Gregory,JASON81@EXAMPLE.COM,Roseport,AZ,US,29404,Social Media,True,2024-07-01T04:27:32.206599,2026-04-24T19:23:11.959497,2026-04-24T19:23:36.148391
CUST-00091,Donna Wilson,harrissierra@example.org,Burgessburgh,DC,US,50335,EMAIL,True,2024-11-28T15:34:17.694797,2026-04-24T19:22:49.806643,2026-04-24T19:23:36.148822
CUST-00092,Blake Edwards,charles06@example.org,Berrychester,LA,US,15597,PAID_SEARCH,True,2024-07-11T21:21:16.454621,2026-04-24T19:23:33.971982,2026-04-24T19:23:36.149181
CUST-00093,Anita Richard,LAURIEMONTGOMERY@EXAMPLE.NET,South Brianna,NC,US,10809,PAID_SEARCH,True,2024-07-01T17:41:39.765144,2026-04-24T19:22:54.616474,2026-04-24T19:23:36.149732
CUST-00094,Kerry Lee,jeffrey21@example.net,Michaelberg,IA,US,13975,ORGANIC SEARCH,True,2023-10-02T13:11:43.818094,2026-04-24T19:22:47.836308,2026-04-24T19:23:36.150098
CUST-00095,Lori Marshall,kathleenrios@example.org,Maldonadoshire,SD,US,83770,Paid Search,True,2026-04-10T01:12:13.498882,2026-04-24T19:22:55.392494,2026-04-24T19:23:36.150589
CUST-00096,Rebecca Vargas,EDWARD17@EXAMPLE.COM,Williamport,NH,US,59734,organic,True,2023-06-05T07:04:51.504088,2026-04-24T19:22:58.124256,2026-04-24T19:23:36.150946
CUST-00097,Julie Spencer,chase19@example.net,South Reginashire,SD,US,25173,Paid Search,True,2024-04-11T09:23:14.227851,2026-04-24T19:23:04.537742,2026-04-24T19:23:36.151303
CUST-00098,Mrs. Maria Williams,susanhayes@example.com,Ritterhaven,NC,US,80429,EMAIL,True,2023-10-16T00:42:15.004051,2026-04-24T19:22:58.371119,2026-04-24T19:23:36.151738
CUST-00099,Maria Jones,PAUL59@EXAMPLE.ORG,New Erikaport,KS,US,95362,social media,True,2025-11-13T03:58:31.864530,2026-04-24T19:23:33.864602,2026-04-24T19:23:36.152077
CUST-00100,Emily Douglas,mathewaguilar@example.org,Andersonland,ME,US,73760,Referral,True,2024-06-10T19:44:53.652887,2026-04-24T19:23:23.499717,2026-04-24T19:23:36.152528
CUST-00101,Susan Davis DDS,elizabethcalderon@example.net,Andrewport,HI,US,28575,Paid Search,True,2024-05-03T12:44:19.689991,2026-04-24T19:23:21.969373,2026-04-24T19:23:36.152943
CUST-00102,Richard Romero,JEREMYTAYLOR@EXAMPLE.ORG,Lake Matthewberg,PA,US,49878,Paid Search,True,2023-10-11T02:32:19.743679,2026-04-24T19:22:46.850758,2026-04-24T19:23:36.153353
CUST-00103,Cynthia Wallace,jenniferwilliams@example.com,Karenmouth,IN,US,70494,ORGANIC SEARCH,True,2024-01-12T03:35:25.031171,2026-04-24T19:23:33.935798,2026-04-24T19:23:36.153762
CUST-00104,Laura Alexander,mmckee@example.com,Kimberlyhaven,NC,US,55375,EMAIL,True,2026-03-18T20:19:17.071694,2026-04-24T19:23:25.013474,2026-04-24T19:23:36.154116
CUST-00105,Kristen Garcia,MONIQUEWILLIAMS@EXAMPLE.COM,West Christopherburgh,KY,US,59394,Social Media,True,2026-01-11T01:11:20.789289,2026-04-24T19:22:44.840919,2026-04-24T19:23:36.154539
CUST-00106,Tara Perry,odavis@example.com,Shawbury,MS,US,11197,PAID_SEARCH,True,2024-06-08T21:17:26.279536,2026-04-24T19:22:37.691253,2026-04-24T19:23:36.154937
CUST-00107,Dustin Gallegos,combsdebra@example.org,Port Janice,NV,US,81155,social media,True,2023-04-30T20:12:19.720770,2026-04-24T19:22:40.753546,2026-04-24T19:23:36.155435
CUST-00108,Jenny Parsons,JASON28@EXAMPLE.NET,West David,IA,US,55528,PAID_SEARCH,True,2025-03-25T04:47:43.049656,2026-04-24T19:23:13.368634,2026-04-24T19:23:36.155788
CUST-00109,Lynn Andrews,rodriguezrebecca@example.net,West Ruben,RI,US,46745,Social Media,True,2024-01-13T16:17:40.091323,2026-04-24T19:23:00.994056,2026-04-24T19:23:36.156302
CUST-00110,Rachel Romero,millsmichael@example.net,South Morganton,SC,US,51210,Social Media,True,2026-04-04T00:45:55.326791,2026-04-24T19:22:51.219016,2026-04-24T19:23:36.156984
CUST-00111,Lori Ingram,KELLYCARLOS@EXAMPLE.ORG,Dennisstad,ND,US,44875,Referral,True,2025-10-02T11:10:12.701507,2026-04-24T19:22:46.505348,2026-04-24T19:23:36.157513
CUST-00112,Chad Baldwin,epollard@example.net,Johnsonborough,AZ,US,26645,ORGANIC SEARCH,True,2025-12-20T15:58:34.903443,2026-04-24T19:22:54.935749,2026-04-24T19:23:36.158010
CUST-00113,Matthew Mitchell,zachary87@example.com,Port Dianaview,DE,US,48738,ORGANIC SEARCH,True,2024-08-15T20:44:20.109242,2026-04-24T19:23:00.001307,2026-04-24T19:23:36.158368
CUST-00114,Kathleen Jimenez,YKLINE@EXAMPLE.COM,Lauriechester,CO,US,56941,ORGANIC SEARCH,True,2025-02-13T04:59:10.963346,2026-04-24T19:23:25.340477,2026-04-24T19:23:36.158736
CUST-00115,Jeremy Robbins,manuel15@example.net,Lake Scott,NV,US,06052,Social Media,True,2025-06-29T11:20:34.410501,2026-04-24T19:23:30.696434,2026-04-24T19:23:36.159070
CUST-00116,Mark Cox,yhill@example.org,North Douglas,PA,US,89379,social media,True,2025-08-28T04:28:47.809786,2026-04-24T19:22:38.087938,2026-04-24T19:23:36.159425
CUST-00117,Keith Jacobs,YOUNGDEANNA@EXAMPLE.COM,Rushstad,NV,US,10578,Paid Search,True,2025-01-12T22:41:07.695293,2026-04-24T19:23:07.767593,2026-04-24T19:23:36.159986
CUST-00118,Allison Lopez,redwards@example.org,Mcintyreville,KS,US,34617,Paid Search,True,2025-06-04T12:22:51.784546,2026-04-24T19:22:48.874226,2026-04-24T19:23:36.160454
CUST-00119,Benjamin Thompson,heather73@example.org,Osbornmouth,TN,US,46038,EMAIL,True,2025-06-10T13:05:10.899202,2026-04-24T19:23:08.999829,2026-04-24T19:23:36.160870
CUST-00120,Barbara Harris,PATRICIA22@EXAMPLE.COM,East Kristy,AK,US,47804,EMAIL,True,2024-12-22T03:21:39.460539,2026-04-24T19:22:58.134670,2026-04-24T19:23:36.161283
CUST-00121,Mitchell Mendoza,cherylmiller@example.com,Hammondshire,CA,US,16927,ORGANIC SEARCH,True,2026-03-25T13:02:21.094609,2026-04-24T19:23:14.540315,2026-04-24T19:23:36.161757
CUST-00122,Ronald Arnold,howens@example.com,Port Tammy,NE,US,66412,PAID_SEARCH,True,2026-01-16T23:21:13.475958,2026-04-24T19:22:39.324771,2026-04-24T19:23:36.162124
CUST-00123,Michael Reed,HOLMESKEVIN@EXAMPLE.ORG,Meghanview,ID,US,83739,organic,True,2026-03-07T23:32:38.072220,2026-04-24T19:22:52.467062,2026-04-24T19:23:36.162729
CUST-00124,Todd Moore,christina18@example.net,Meganshire,AZ,US,04219,EMAIL,True,2023-07-23T02:03:07.693738,2026-04-24T19:23:32.912811,2026-04-24T19:23:36.163095
CUST-00125,Kathleen Burton,debra96@example.net,Dawnport,NJ,US,32597,organic,True,2025-09-22T19:12:34.653450,2026-04-24T19:23:17.099451,2026-04-24T19:23:36.163456
CUST-00126,John Peterson,SHAWN02@EXAMPLE.COM,West Michelle,MD,US,96734,PAID_SEARCH,True,2026-04-11T16:25:26.614908,2026-04-24T19:22:56.722234,2026-04-24T19:23:36.163883
CUST-00127,Emma Owens,xanderson@example.net,Shannonberg,CT,US,07133,Referral,True,2024-03-08T01:53:41.461877,2026-04-24T19:22:59.048990,2026-04-24T19:23:36.164322
CUST-00128,Michelle Lee,kwright@example.com,South Wendy,NH,US,65874,Paid Search,False,2025-12-13T07:23:51.176250,2026-04-24T19:23:05.842216,2026-04-24T19:23:36.164690
CUST-00129,Harry Williams,LANDRYWILLIAM@EXAMPLE.ORG,Harperfort,LA,US,70846,Paid Search,True,2023-05-04T01:09:24.231281,2026-04-24T19:22:42.449825,2026-04-24T19:23:36.165131
CUST-00130,James Hudson,nicoleluna@example.com,West Angela,CA,US,51140,EMAIL,True,2024-10-28T14:39:13.571912,2026-04-24T19:23:21.864247,2026-04-24T19:23:36.165593
CUST-00131,Brent Brooks,marcia99@example.org,Angelastad,WV,US,19410,social media,True,2023-11-29T04:47:27.107137,2026-04-24T19:23:06.547351,2026-04-24T19:23:36.166036
CUST-00132,Kelly Hernandez,WILLIAMSDERRICK@EXAMPLE.COM,West Sarah,MD,US,21800,Paid Search,True,2024-06-28T15:44:36.990599,2026-04-24T19:23:12.990029,2026-04-24T19:23:36.166491
CUST-00133,Justin Wells Jr.,brittney88@example.net,Emilychester,OR,US,40828,organic,True,2025-09-14T02:35:04.154480,2026-04-24T19:23:19.519453,2026-04-24T19:23:36.166911
CUST-00134,Paula Lane,carlsonjoseph@example.net,New Timothyhaven,SC,US,95027,Social Media,True,2025-03-04T03:28:08.427687,2026-04-24T19:23:26.470027,2026-04-24T19:23:36.167586
CUST-00135,Ashley Smith,LORRAINEALLEN@EXAMPLE.NET,Robertchester,UT,US,27225,Referral,True,2024-07-17T17:54:58.076437,2026-04-24T19:23:22.498338,2026-04-24T19:23:36.168432
CUST-00136,Charles Clark,vsalas@example.net,Whitneyfort,NC,US,49892,ORGANIC SEARCH,True,2024-04-02T20:56:52.957894,2026-04-24T19:22:46.390945,2026-04-24T19:23:36.168837
CUST-00137,David Grant,amy49@example.com,West Kellie,VT,US,27669,Referral,True,2025-05-20T09:32:02.583234,2026-04-24T19:23:05.340185,2026-04-24T19:23:36.169336
CUST-00138,Bryan Rhodes,YBAILEY@EXAMPLE.NET,Huangfurt,GU,US,45738,Paid Search,True,2026-03-06T01:42:50.379381,2026-04-24T19:23:24.276950,2026-04-24T19:23:36.169884
